-100.0	3.0	0.0	0.0	-50.0
-100.0	2.0	0.0	0.0	-100.0
-120.0	1.0	0.0	-60.0	-100.0
-120.0	2.0	-60.0	-60.0	-100.0
-120.0	2.0	-60.0	-120.0	-100.0
-10.0	3.0	-60.0	-95.0	-100.0
20.0	3.0	-60.0	-95.0	-90.0
20.0	3.0	-60.0	-95.0	-80.05
20.0	3.0	-60.0	-95.0	-70.14975
20.0	3.0	-60.0	-95.0	-60.299001249999996
20.0	3.0	-60.0	-95.0	-50.497506243749996
20.0	3.0	-60.0	-95.0	-40.74501871253125
20.0	3.0	-60.0	-95.0	-31.041293618968595
20.0	3.0	-60.0	-95.0	-21.38608715087375
20.0	3.0	-60.0	-95.0	-11.77915671511937
20.0	3.0	-60.0	-95.0	-2.220260931543777
