-100.0	3.0	0.0	0.0	-50.0
-100.0	3.0	0.0	0.0	-100.0
-100.0	1.0	0.0	0.0	-125.0
-120.0	1.0	-60.0	0.0	-125.0
-220.0	2.0	-140.0	0.0	-125.0
-120.0	1.0	-140.0	-60.0	-125.0
-10.0	1.0	-145.0	-60.0	-125.0
-10.0	1.0	-150.0	-60.0	-125.0
-10.0	2.0	-152.5	-60.0	-125.0
-10.0	2.0	-152.5	-65.0	-125.0
-10.0	2.0	-152.5	-69.975	-125.0
-10.0	1.0	-152.5	-73.7	-125.0
-10.0	1.0	-157.4625	-73.7	-125.0
-10.0	1.0	-162.40018750000002	-73.7	-125.0
-10.0	2.0	-165.48159375	-73.7	-125.0
-10.0	2.0	-165.48159375	-78.6315	-125.0
-10.0	2.0	-165.48159375	-83.5383425	-125.0
-10.0	1.0	-165.48159375	-86.90756015625	-125.0
-10.0	1.0	-170.37918578125	-86.90756015625	-125.0
-10.0	1.0	-175.25228985234375	-86.90756015625	-125.0
-10.0	2.0	-178.44538720351562	-86.90756015625	-125.0
-10.0	2.0	-178.44538720351562	-91.77302235546875	-125.0
-10.0	2.0	-178.44538720351562	-96.61415724369141	-125.0
-10.0	1.0	-178.44538720351562	-99.86254528758593	-125.0
-10.0	1.0	-183.27816026749804	-99.86254528758593	-125.0
-10.0	1.0	-188.08676946616055	-99.86254528758593	-125.0
-10.0	2.0	-191.27534465043533	-99.86254528758593	-125.0
-10.0	2.0	-191.27534465043533	-104.663232561148	-125.0
-10.0	2.0	-191.27534465043533	-109.43991639834226	-125.0
-10.0	1.0	-191.27534465043533	-112.62625380113661	-125.0
-10.0	1.0	-196.04396792718313	-112.62625380113661	-125.0
-10.0	3.0	-200.27198396359157	-112.62625380113661	-125.0
20.0	3.0	-200.27198396359157	-112.62625380113661	-114.75
20.0	3.0	-200.27198396359157	-112.62625380113661	-104.55125
20.0	3.0	-200.27198396359157	-112.62625380113661	-94.40349375
20.0	3.0	-200.27198396359157	-112.62625380113661	-84.30647628125
20.0	3.0	-200.27198396359157	-112.62625380113661	-74.25994389984375
20.0	3.0	-200.27198396359157	-112.62625380113661	-64.26364418034453
20.0	3.0	-200.27198396359157	-112.62625380113661	-54.317325959442805
20.0	3.0	-200.27198396359157	-112.62625380113661	-44.420739329645585
20.0	3.0	-200.27198396359157	-112.62625380113661	-34.57363563299736
20.0	3.0	-200.27198396359157	-112.62625380113661	-24.775767454832376
20.0	3.0	-200.27198396359157	-112.62625380113661	-15.026888617558214
