-100.0	3.0	0.0	0.0	-50.0
-100.0	3.0	0.0	0.0	-100.0
-100.0	1.0	0.0	0.0	-125.0
-120.0	1.0	-60.0	0.0	-125.0
-220.0	3.0	-140.0	0.0	-125.0
20.0	1.0	-140.0	0.0	-115.0
-10.0	1.0	-145.0	0.0	-115.0
-10.0	2.0	-147.5	0.0	-115.0
-10.0	2.0	-147.5	-5.0	-115.0
-10.0	2.0	-147.5	-9.975	-115.0
-10.0	1.0	-147.5	-13.7	-115.0
-10.0	1.0	-152.4625	-13.7	-115.0
-10.0	1.0	-157.40018750000002	-13.7	-115.0
-10.0	2.0	-160.48159375	-13.7	-115.0
-10.0	2.0	-160.48159375	-18.6315	-115.0
-10.0	2.0	-160.48159375	-23.5383425	-115.0
-10.0	1.0	-160.48159375	-26.90756015625	-115.0
-10.0	1.0	-165.37918578125	-26.90756015625	-115.0
-10.0	1.0	-170.25228985234375	-26.90756015625	-115.0
-10.0	2.0	-173.44538720351562	-26.90756015625	-115.0
-10.0	2.0	-173.44538720351562	-31.773022355468747	-115.0
-10.0	2.0	-173.44538720351562	-36.61415724369141	-115.0
-10.0	1.0	-173.44538720351562	-39.86254528758594	-115.0
-10.0	1.0	-178.27816026749804	-39.86254528758594	-115.0
-10.0	1.0	-183.08676946616055	-39.86254528758594	-115.0
-10.0	2.0	-186.27534465043533	-39.86254528758594	-115.0
-10.0	2.0	-186.27534465043533	-44.66323256114801	-115.0
-10.0	2.0	-186.27534465043533	-49.43991639834226	-115.0
-10.0	1.0	-186.27534465043533	-52.62625380113661	-115.0
-10.0	1.0	-191.04396792718313	-52.62625380113661	-115.0
-10.0	3.0	-195.27198396359157	-52.62625380113661	-115.0
20.0	3.0	-195.27198396359157	-52.62625380113661	-104.75
20.0	3.0	-195.27198396359157	-52.62625380113661	-94.55125
20.0	3.0	-195.27198396359157	-52.62625380113661	-84.40349375
20.0	3.0	-195.27198396359157	-52.62625380113661	-74.30647628125
20.0	3.0	-195.27198396359157	-52.62625380113661	-64.25994389984375
20.0	3.0	-195.27198396359157	-52.62625380113661	-54.26364418034453
20.0	3.0	-195.27198396359157	-52.62625380113661	-44.317325959442805
20.0	3.0	-195.27198396359157	-52.62625380113661	-34.420739329645585
20.0	3.0	-195.27198396359157	-52.62625380113661	-24.57363563299736
20.0	3.0	-195.27198396359157	-52.62625380113661	-14.775767454832376
20.0	3.0	-195.27198396359157	-52.62625380113661	-5.026888617558214
